color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
Color,Travis Zariwny,68,99,4,114,Gage Golightly,427,NA,Horror,Dustin Ingram,Cabin Fever ,3313,992,Samuel Davis,0,female rear nudity|flesh eating virus|horror movie remake|remake|topless female nudity,40,English,USA,Not Rated,NA,2016,253,NA,2000
Color,Charles Herman-Wurmfeld,110,97,0,117,Jennifer Westfeldt,378,7022940,Comedy|Drama|Romance,Scott Cohen,Kissing Jessica Stein ,14018,1173,Brian Stepanek,1,friend|friendship|journalist|new york city|personal ad,190,English,USA,R,1000000,2001,321,1.85,682
Color,Vincent Gallo,106,110,787,642,Vincent Gallo,1000,2365931,Comedy|Crime|Drama|Romance,Anjelica Huston,Buffalo '66 ,36657,4762,Jan-Michael Vincent,2,shower|stripper|tap dancing|underwear|undressing,318,English,USA,R,1500000,1998,787,1.85,0
Color,Maggie Carey,97,104,38,690,Alia Shawkat,801,3447339,Comedy|Romance,Donald Glover,The To Do List ,29517,2667,Scott Porter,7,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,79,English,USA,R,1500000,2013,727,1.78,0
Color,Qasim Basir,8,94,13,616,Nia Long,1000,NA,Drama|Family,Dorian Missick,Mooz-Lum ,919,3288,Evan Ross,1,one word title,14,English,USA,PG-13,NA,2010,826,NA,0
Color,Mark Brown,14,90,7,424,Monica Calhoun,890,92362,Comedy|Drama,Vivica A. Fox,The Salon ,444,3138,Garrett Morris,7,NA,5,English,USA,PG-13,1500000,2005,597,1.85,68
Color,Adam Carolla,14,98,102,360,Jim O'Heir,563,105943,Comedy,Jay Mohr,Road Hard ,1351,2628,David Alan Grier,0,girl in panties|panties|red panties|stand up comedy,11,English,USA,NA,1500000,2015,485,NA,212
Color,Bruce McDonald,178,95,49,57,Georgina Reilly,413,3478,Fantasy|Horror,Stephen McHattie,Pontypool ,22212,721,Boyd Banks,0,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse,142,English,Canada,Not Rated,1500000,2008,98,2.35,0
Color,Edward Dmytryk,10,113,74,387,Woody Strode,984,NA,Western,Brigitte Bardot,Shalako ,1978,2140,Honor Blackman,2,bare chested male bondage|european|female frontal nudity|topless woman|war paint,41,English,UK,PG,1455000,1968,423,2.35,209
Color,Alex Ranarivelo,9,101,20,256,Christina Moore,1000,NA,Drama,Lea Thompson,The Dog Lover ,162,2419,Cullen Douglas,NA,NA,8,English,USA,PG,2000000,2016,301,2.35,724
Color,Robert M. Young,NA,105,0,467,Bruce McGill,883,NA,Western,Barry Corbin,The Ballad of Gregorio Cortez ,39,3164,Ned Beatty,0,NA,2,English,USA,NA,1250000,1982,655,NA,32
Color,Sadyk Sher-Niyaz,16,135,135,0,Aziz Muradillayev,0,NA,Action|Biography|Drama|History,Elina Abai Kyzy,Queen of the Mountains ,3144,0,Mirlan Abdulayev,1,19th century|central asia|mother son relationship|ruler|russian empire,24,English,Kyrgyzstan,PG-13,1400000,2014,0,2.35,0
Color,Steve Miner,242,87,49,59,Adrienne King,309,19100000,Horror|Mystery|Thriller,Betsy Palmer,Friday the 13th Part 2 ,39690,707,Amy Steel,0,ice pick|jason voorhees|lake|pitchfork|shack,394,English,USA,R,1250000,1981,121,1.85,0
Color,Henry Hathaway,74,92,83,48,Jean Peters,469,NA,Crime|Film-Noir|Thriller,Joseph Cotten,Niagara ,11047,683,Will Wright,0,hitchcockian|husband murders wife|murder|niagara falls|overhead shot,116,English,USA,Approved,1250000,1953,79,1.37,1000
Black and White,Michael Curtiz,24,100,345,94,David Niven,843,NA,Action|Adventure|Romance|War,Errol Flynn,The Charge of the Light Brigade ,3418,1621,Spring Byington,3,attack|fort|india|lancer|massacre,52,English,USA,Approved,1200000,1936,490,1.37,204
Color,Matthew R. Anderson,17,89,252,252,Vernon Wells,1000,NA,Action|Horror|Sci-Fi,Johnny Pacar,The Dead Undead ,737,2510,Matthew R. Anderson,1,flashback|immortality|rural setting|vampire|zombie,15,English,USA,R,1100000,2010,745,1.85,444
Color,Michael Curtiz,242,82,345,269,Claude Rains,2000,NA,Drama|Romance|War,Humphrey Bogart,Casablanca ,387508,3442,Conrad Veidt,4,american expatriate|casablanca morocco|gestapo|police|visa,1123,English,USA,PG,950000,1942,607,1.37,23000
Color,Levan Gabriadze,270,83,6,142,Renee Olstead,707,31537320,Horror|Mystery|Thriller,Shelley Hennig,Unfriended ,44329,1565,Heather Sossaman,0,blender|computer screen|secret|skype|webcam,309,English,USA,R,1000000,2014,305,1.85,13000
Color,Martin Scorsese,211,110,17000,595,Albert Brooks,22000,NA,Crime|Drama,Robert De Niro,Taxi Driver ,507063,23525,Peter Boyle,1,loner|neo noir|night shift|taxi driver|vigilante,881,English,USA,R,1300000,1976,745,1.85,35000
Color,Russ Meyer,101,109,199,44,Cynthia Myers,503,9000000,Comedy|Drama|Music,Charles Napier,Beyond the Valley of the Dolls ,7584,731,Harrison Page,8,band|drugs|friendship|hollywood|satire,137,English,USA,X,900000,1970,46,2.35,0
Black and White,Allan Dwan,40,109,23,88,Richard Jaeckel,183,NA,Action|Drama|Romance|War,James Brown,Sands of Iwo Jima ,7346,510,Forrest Tucker,0,battle|combat|heroic military|sergeant|tarawa,69,English,USA,Approved,1000000,1949,102,1.37,624
Color,Andrew Steggall,29,109,0,30,Alex Lawther,202,NA,Drama|Family|Romance,Juliet Stevenson,Departure ,162,283,Niamh Cusack,0,france|gay|language|male masturbation|masturbation,5,English,UK,NA,1100000,2015,47,1.85,75
Color,Sean Durkin,348,102,46,287,Julia Garner,321,2981638,Drama|Mystery|Thriller,Christopher Abbott,Martha Marcy May Marlene ,40425,1263,Brady Corbet,0,connecticut|cult|memory|new york|telephone call,186,English,USA,R,NA,2011,300,2.35,0
Color,Morgan Neville,149,91,9,13,Lou Adler,130,4946250,Documentary|Music,Sheryl Crow,20 Feet from Stardom ,9540,198,Merry Clayton,0,backup singer|band|bechdel test passed|concert footage|singer,80,English,USA,PG-13,1000000,2013,19,1.78,14000
Color,Benjamin Dickinson,36,97,4,150,Alexia Rasmussen,446,62480,Drama|Sci-Fi,Nora Zehetner,Creative Control ,1048,928,Meredith Hagner,1,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,7,English,USA,R,1000000,2015,171,2.39,793
Color,Hal Haberman,56,81,0,394,Paul Blackthorne,975,6387,Comedy|Drama|Sci-Fi,Michael Rapaport,Special ,4862,2694,Ian Bohen,0,dream sequence|locked in a room|looking at self in mirror|medication|superhero,37,English,USA,R,1000000,2006,645,1.85,0
Color,Randall Rubin,23,99,0,131,A.J. Buckley,363,NA,Crime|Drama|Thriller,Nicole Randall Johnson,Jimmy and Judy ,1420,997,James Eckhouse,2,police|revenge|sex|suburb|video camera,26,English,USA,R,1000000,2006,275,NA,138
Color,Charlie Levi,NA,90,0,171,Barbara Hershey,1000,NA,Drama,Joe Mantegna,Childless ,33,1996,Diane Venora,5,NA,NA,English,USA,R,1000000,2008,618,NA,3
Color,Kevin Hamedani,64,89,23,23,Janette Armand,199,NA,Comedy|Horror|Sci-Fi,Russell Hodgkinson,ZMD: Zombies of Mass Destruction ,3650,292,Kevin Hamedani,0,cult|homosexual|island|survival horror|zombie,39,English,USA,R,500000,2009,37,1.85,0
Color,Robert Heath,40,96,0,177,Alexander Vlahos,335,NA,Horror|Mystery,David Oakes,Truth or Die ,6513,1226,Jennie Jacques,2,cabin in the woods|drinking acid|introvert|lesbian kiss|truth or dare,41,English,UK,Not Rated,1000000,2012,334,2.35,968
Color,Robert Hall,39,95,53,253,Kevin Gage,677,NA,Horror,Angelina Armani,Fear Clinic ,6256,1825,Fiona Dourif,0,bare breasts|based on web series|claustrophobia|doctor|phobia,19,English,USA,R,1000000,2015,366,2.35,936
Color,Shane Dawson,6,93,247,152,Kurt Angle,247,35688,Comedy,Shane Dawson,Not Cool ,4167,954,Cherami Leigh,4,NA,72,English,USA,Not Rated,600000,2014,217,NA,0
Color,Ryan Fleck,208,106,31,71,Tristan Mack Wilds,33000,2694973,Drama,Ryan Gosling,Half Nelson ,70885,33734,Jeff Lima,2,bathroom|classroom|dialectics|drugs|student,189,English,USA,R,700000,2006,519,1.85,0
Black and White,Randy Moore,143,90,13,432,Lee Armstrong,977,169719,Fantasy|Horror,Trey Loney,Escape from Tomorrow ,7384,2483,Amy Lucas,0,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,79,English,USA,Not Rated,NA,2013,511,1.85,0
Color,Anna Mastro,10,94,7,912,Justin Kirk,956,NA,Comedy|Drama,Leven Rambin,Walter ,1432,4767,Virginia Madsen,2,based on short film|based on short story,19,English,USA,NA,700000,2015,945,NA,0
Black and White,Mark Sandrich,66,81,10,23,Edward Everett Horton,610,3000000,Comedy|Musical|Romance,Ginger Rogers,Top Hat ,13269,824,Eric Blore,2,dance|dancer|dancing|horse|tap dancing,98,English,USA,Approved,609000,1935,172,1.37,1000
Color,Richard Montoya,NA,88,12,359,Angela Nordeng,601,79043,Crime|Drama,Nicholas Gonzalez,Water & Power ,85,2241,Exie Booker,0,NA,NA,English,USA,Not Rated,NA,2013,371,NA,358
Color,Lance McDaniel,NA,90,0,271,Steven Michael Quezada,595,NA,Action|Drama|Thriller,Russell Wong,Light from the Darkroom ,6,1754,Lymari Nadal,0,china|faith|panama|photography|suspense,1,English,USA,PG-13,600000,2014,412,NA,9
Color,Hao Ning,11,98,0,0,Zheng Xu,4,NA,Comedy|Crime,Bo Huang,Crazy Stone ,2097,8,Zhonghua Chen,1,bankruptcy|crystal|father son relationship|heist|shower,9,Mandarin,China,NA,3000000,2006,4,2.35,23
Color,Sue Corcoran,8,96,14,6,Sue Corcoran,361,11798,Comedy|Fantasy|Horror|Musical,Tony Doupe,Gory Gory Hallelujah ,179,387,David Frederick White,2,conspiracy|feminist|hippie|motorcycle|slapstick comedy,18,English,USA,NA,100000,2003,14,1.78,39
Color,NA,11,22,NA,6,Ron Lynch,59,NA,Animation|Comedy|Drama,Brendon Small,Home Movies ,7458,81,Melissa Bardin Galsky,0,coach|friend|school|series|tv series,82,English,USA,TV-PG,NA,NA,11,1.33,526
Color,Stephen Frears,46,97,350,33,Roshan Seth,114,NA,Comedy|Drama|Romance,Saeed Jaffrey,My Beautiful Laundrette ,10577,260,Garry Cooper,1,england|mistress|pakistani|politics|thatcher,64,English,UK,R,650000,1985,61,1.66,0
Color,Yorgos Lanthimos,211,94,252,14,Mary Tsoni,47,110197,Drama|Thriller,Angeliki Papoulia,Dogtooth ,44864,126,Sissy Petropoulou,0,fellatio|isolated house|overprotective father|social isolation|unsimulated sex,170,Greek,Greece,Unrated,NA,2009,37,2.35,13000
Color,Gregory Widen,56,98,10,912,Adam Goldberg,10000,16115878,Action|Fantasy|Horror|Mystery|Thriller,Viggo Mortensen,The Prophecy ,24438,13433,Virginia Madsen,0,angel|corpse|girl|heaven|soul,194,English,USA,R,8000000,1995,1000,2.35,0
Color,Ken Del Conte,NA,90,2,99,Robert Miano,466,NA,Action|Adventure|Mystery|Romance|Thriller,Hector Echavarria,Death Calls ,30,842,Ron Roggé,2,murder|oppression|rebirth|reincarnation|revenge,NA,English,USA,R,290000,2010,216,1.85,16
Color,Miguel Arteta,59,96,44,129,Mike White,625,1050600,Comedy|Drama,Lupe Ontiveros,Chuck & Buck ,4662,1378,Chris Weitz,0,best friend|bisexuality|friend|gay kiss|sexuality,136,English,USA,R,250000,2000,487,1.85,170
Color,Drake Doremus,206,90,52,224,Charlie Bewley,34000,3388210,Drama|Romance,Jennifer Lawrence,Like Crazy ,46813,34983,Finola Hughes,1,girlfriend|immigration|long distance relationship|parents|student visa,150,English,USA,PG-13,250000,2011,487,1.78,12000
Color,Paul Schrader,162,99,261,461,Gus Van Sant,924,49494,Drama|Thriller,Nolan Gerard Funk,The Canyons ,8511,2862,James Deen,0,cocaine|homosexual|penis|psychopath|pubic hair,87,English,USA,R,250000,2013,835,2.35,0
Color,Lori Silverbush,26,86,5,41,Flaco Navaja,68,NA,Drama,Judy Marte,On the Outs ,603,216,Dominic Colón,3,dominican|drug dealer|prison|single mother|teenage pregnancy,15,English,USA,R,NA,2004,64,NA,122
Color,Stuart Hazeldine,77,101,17,289,Luke Mably,766,NA,Mystery|Thriller,Colin Salmon,Exam ,70076,2123,Pollyanna McIntosh,0,band aid|hairpin|one day|single set production|unsubtitled foreign language,120,English,UK,Not Rated,NA,2009,438,2.35,14000
Color,Doug Liman,77,96,218,31,Alex Désert,4000,4505922,Comedy|Drama,Jon Favreau,Swingers ,63951,4230,Blake Lindsley,0,actor|black panties|cult film|friend|upskirt,252,English,USA,R,200000,1996,135,1.85,0
Black and White,Lowell Sherman,35,66,16,28,Gilbert Roland,418,NA,Comedy|Drama|History|Musical|Romance,Mae West,She Done Him Wrong ,4152,583,Louise Beavers,1,captain|marriage proposal|saloon|saloon singer|singer,59,English,USA,Approved,200000,1933,85,1.37,328
Color,Maurizio Benazzo,15,85,0,0,Jasper Johal,66,381225,Documentary,The Dalai Lama,Short Cut to Nirvana: Kumbh Mela ,131,66,Swami Krishnanad,0,NA,13,English,USA,Unrated,200000,2004,0,1.78,30
Color,Tom Tykwer,76,119,670,9,Sebastian Schipper,24,59774,Comedy|Drama|Romance,Devid Striesow,3 ,4212,69,Sophie Rois,0,female nudity|full frontal female nudity|male frontal nudity|menage a trois|pubic hair,18,German,Germany,Unrated,NA,2010,20,2.35,2000
Color,Nate Parker,21,120,664,400,Nate Parker,990,NA,Biography|Drama,Jason Stuart,The Birth of a Nation ,1197,3525,Aunjanue Ellis,1,NA,8,English,USA,R,10000000,2016,664,2.35,0
Color,Travis Cluff,159,81,3,7,Cassidy Gifford,220,22757819,Horror|Thriller,Pfeifer Brown,The Gallows ,13521,276,Reese Mishler,0,breaking and entering|gallows|hanging|high school|stage,150,English,USA,R,100000,2015,40,1.85,0
Black and White,Harry F. Millarde,1,110,0,0,Johnnie Walker,2,3000000,Crime|Drama,Stephen Carr,Over the Hill to the Poorhouse ,5,4,Mary Carr,1,family relationships|gang|idler|poorhouse|thief,1,NA,USA,NA,100000,1920,2,1.33,0
Black and White,John Reinhardt,1,68,2,75,John Ireland,142,NA,Crime|Drama,Sheldon Leonard,Open Secret ,67,354,Arthur O'Connell,3,anti semitism|gangster,9,English,USA,Approved,NA,1948,86,1.37,10
Color,Sut Jhally,16,80,3,0,Seth Ackerman,103,NA,Documentary,Noam Chomsky,"Peace, Propaganda & the Promised Land ",496,103,Arik Ascherman,3,arab israeli conflict|israel|media|middle east|palestine,13,English,USA,NA,70000,2004,0,NA,110
Black and White,Darren Aronofsky,138,84,0,194,Clint Mansell,1000,3216970,Drama|Mystery|Thriller,Mark Margolis,Pi ,142619,2065,Stanley B. Herman,0,mathematician|nature|numbers|pattern|using a metal detector on a beach,586,English,USA,R,60000,1998,512,1.66,24000
Color,Morgan Spurlock,193,100,293,0,Amanda Kearsan,0,11529368,Comedy|Documentary|Drama,Chemeeka Walker,Super Size Me ,85028,0,Amelia Giancarlo,2,experiment|fast food|food industry|meal|overeating,404,English,USA,PG,65000,2004,0,1.78,0
Color,Brandon Trost,66,82,32,128,Sean Whalen,968,40557,Comedy,Clifton Collins Jr.,The FP ,1389,2046,James DeBello,0,abbreviation in title|based on short film|competition dancing|dystopia|location in title,22,English,USA,R,60000,2011,407,2.35,0
Color,Daniel Schechter,15,87,8,272,Kevin Corrigan,969,NA,Comedy,Lena Dunham,Supporting Characters ,760,2398,Alex Karpovsky,0,film editor|kiss|marriage proposal|movie screening|urination,4,English,USA,Not Rated,NA,2012,778,NA,209
Color,Mike Flanagan,125,87,59,9,Courtney Bell,35,NA,Drama|Horror|Mystery,Justin Gordon,Absentia ,13065,97,Erin Cipolletti,0,anticipate|dead in absentia|foetus|tunnel|unreliable narration,136,English,USA,R,70000,2011,28,1.78,3000
Color,Dave Carroll,10,92,0,NA,NA,0,NA,Documentary,Chris 'Wonder' Schoeck,Bending Steel ,53,0,NA,0,NA,10,English,USA,NA,50000,2013,NA,16,33
Color,James Bidgood,8,65,0,NA,Bobby Kendall,0,8231,Drama|Fantasy,Don Brooks,Pink Narcissus ,803,0,NA,1,male frontal nudity|male pubic hair|male rear nudity|pubic hair|street hustler,16,English,USA,Not Rated,27000,1971,0,1.37,85
Color,Alex Kendrick,5,120,589,4,Lisa Arnold,51,NA,Drama,Shannen Fields,Flywheel ,2986,108,Janet Lee Dapper,1,baby|car salesman|christian film|pregnancy|used car salesman,49,English,USA,NA,20000,2003,49,1.85,725
NA,Brandon Landers,NA,143,8,8,Alana Kaniewski,720,NA,Drama|Horror|Thriller,Robbie Barnes,The Ridges ,125,770,Brandon Landers,0,avatar|college|death|tron|university,8,English,USA,NA,17350,2011,19,NA,33
